1, 0, 0,0.0 
1, 1, 0,88.26103387684795 
1, 2, 0,115.51833122273213 
1, 3, 0,177.79965458829545 
1, 4, 0,181.54176968789895 
1, 5, 0,249.24392741556485 
1, 6, 0,237.45406786036398 
1, 7, 0,387.944323298844 
1, 8, 0,304.2026172195636 
1, 9, 0,382.0809581565909 
1, 10, 0,448.8012765786054 
1, 11, 0,495.4097477662487 
1, 12, 0,642.8354094450333 
1, 13, 0,606.6183796967074 
1, 14, 0,550.5497344482242 
1, 15, 0,578.030258548789 
1, 16, 0,581.575455208531 
1, 17, 0,619.738915376728 
1, 18, 0,565.2557837033612 
1, 19, 0,598.4415787963961 
1, 20, 0,554.5548401259074 
1, 21, 0,589.3953758648851 
1, 22, 0,639.5022053965653 
1, 23, 0,665.2864804053221 
1, 24, 0,810.9216355418685 
1, 25, 0,762.7242773324599 
1, 26, 0,760.1999736911334 
1, 27, 0,798.7160403618504 
1, 28, 0,768.3077035099461 
1, 29, 0,761.6408323978944 
1, 30, 0,760.3009770857695 
1, 31, 0,780.1759449319782 
1, 32, 0,757.2060485759474 
1, 33, 0,758.7140303157572 
1, 34, 0,869.2631501693974 
1, 35, 0,728.9139284932859 
1, 36, 0,705.1962618142326 
1, 37, 0,760.0498388762131 
1, 38, 0,772.9143261420088 
1, 39, 0,701.2422166873914 
1, 40, 0,819.4134635472035 
1, 41, 0,813.38347460941 
1, 42, 0,892.1992518773511 
1, 43, 0,916.3724045596222 
1, 44, 0,966.079921197731 
1, 45, 0,811.4253514711634 
1, 46, 0,809.5472234963858 
1, 47, 0,950.3952341053174 
1, 48, 0,757.0552933384174 
1, 49, 0,775.5216947254919 
1, 50, 0,941.6559398691802 
1, 51, 0,919.3680086633075 
1, 52, 0,901.657838975439 
1, 53, 0,892.7735469090726 
1, 54, 0,908.4641885171819 
1, 55, 0,963.8803941057283 
1, 56, 0,963.3259462860319 
1, 57, 0,892.0355736440474 
1, 58, 0,898.549105474762 
1, 59, 0,964.5861833193056 
1, 60, 0,1019.1414241528221 
1, 61, 0,1020.7544199554494 
1, 62, 0,1035.4231848462598 
1, 63, 0,1061.33940058415 
1, 64, 0,1082.8013565644337 
1, 65, 0,1110.6298331409193 
1, 66, 0,1157.183427486103 
1, 67, 0,1048.8635311949345 
1, 68, 0,1147.1936553295102 
1, 69, 0,1117.2157446984088 
1, 70, 0,1044.7264153012898 
1, 71, 0,976.0200569225775 
1, 72, 0,1108.913728188833 
1, 73, 0,1103.315480950508 
1, 74, 0,1136.368200394875 
1, 75, 0,1046.4329791238329 
1, 76, 0,1049.7949535239939 
1, 77, 0,978.2012971662723 
1, 78, 0,1070.3374526878254 
1, 79, 0,909.8533292833965 
1, 80, 0,965.7709329595165 
1, 81, 0,996.3537362186021 
1, 82, 0,1186.3594086383125 
1, 83, 0,1178.7768485111415 
1, 84, 0,1161.6859048013544 
1, 85, 0,1112.2149890278326 
1, 86, 0,1146.4808869939457 
1, 87, 0,1140.781138545254 
1, 88, 0,1134.0131828995195 
1, 89, 0,1181.995962152771 
1, 90, 0,1210.176980128247 
1, 91, 0,1277.5985047713305 
1, 92, 0,1195.7983006166114 
1, 93, 0,1113.1580836484634 
1, 94, 0,1137.2288265957754 
1, 95, 0,1137.175732446242 
1, 96, 0,1142.4204501182937 
1, 97, 0,1079.1166374269824 
1, 98, 0,1081.3812529082488 
1, 99, 0,1196.3171600686615 
1, 100, 0,1109.83254265104 
1, 101, 0,1131.8919354493844 
1, 102, 0,1008.6032896831122 
1, 103, 0,1046.6725101168672 
1, 104, 0,1118.176925340367 
1, 105, 0,973.8225213201341 
1, 106, 0,961.6841078193626 
1, 107, 0,907.898761765959 
1, 108, 0,1069.4881764638446 
1, 109, 0,979.5499842872601 
1, 110, 0,1015.2950061410475 
1, 111, 0,984.6369940749789 
1, 112, 0,1010.7118403592708 
1, 113, 0,1060.1203047796323 
1, 114, 0,1015.4125200422664 
1, 115, 0,1026.4593405380351 
1, 116, 0,964.4669643137214 
1, 117, 0,1050.2609776679894 
1, 118, 0,1043.2651686513896 
